Time,Pluviometer,Lat_Pluviometer,Lon_Pluviometer,MonthlyRF
2005-09-26,BEN AROUS I MUNICIPA,36.765,-10.22111,23.600000381469727
2005-09-27,BEN AROUS I MUNICIPA,36.765,-10.22111,23.600000381469727
2005-09-28,BEN AROUS I MUNICIPA,36.765,-10.22111,23.600000381469727
2005-09-29,BEN AROUS I MUNICIPA,36.765,-10.22111,23.600000381469727
2005-09-30,BEN AROUS I MUNICIPA,36.765,-10.22111,23.600000381469727
2005-01-10,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-02-10,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-03-10,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-04-10,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-05-10,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-06-10,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-07-10,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-08-10,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-09-10,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-10,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-11-10,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-12-10,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-13,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-14,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-15,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-16,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-17,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-18,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-19,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-20,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-21,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-22,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-23,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-24,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-25,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-26,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-27,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-28,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-29,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-30,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-10-31,BEN AROUS I MUNICIPA,36.765,-10.22111,21.000000774860382
2005-01-11,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-02-11,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-03-11,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-04-11,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-05-11,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-06-11,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-07-11,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-08-11,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-09-11,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-10-11,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-11,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-12-11,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-13,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-14,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-15,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-16,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-17,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-18,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-19,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-20,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-21,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-22,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-23,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-24,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-25,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-26,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-27,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-28,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-29,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-11-30,BEN AROUS I MUNICIPA,36.765,-10.22111,44.399999260902405
2005-01-12,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-02-12,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-03-12,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-04-12,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-05-12,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-06-12,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-07-12,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-08-12,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-09-12,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-10-12,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-11-12,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-12,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-13,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-14,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-15,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-16,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-17,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-18,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-19,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-20,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-21,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-22,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-23,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-24,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-25,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-26,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-27,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-28,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-29,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-30,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2005-12-31,BEN AROUS I MUNICIPA,36.765,-10.22111,123.69999966025352
2006-01-01,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-02-01,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-03-01,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-04-01,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-05-01,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-06-01,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-07-01,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-08-01,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-09-01,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-10-01,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-11-01,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-12-01,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-13,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-14,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-15,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-16,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-17,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-18,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-19,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-20,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-21,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-22,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-23,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-24,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-25,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-26,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-27,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-28,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-29,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-30,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-31,BEN AROUS I MUNICIPA,36.765,-10.22111,126.60000102221966
2006-01-02,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-02-02,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-03-02,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-04-02,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-05-02,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-06-02,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-07-02,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-08-02,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-09-02,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-10-02,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-11-02,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-12-02,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-02-13,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-02-14,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-02-15,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-02-16,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-02-17,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-02-18,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-02-19,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-02-20,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-02-21,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-02-22,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-02-23,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-02-24,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-02-25,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-02-26,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-02-27,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-02-28,BEN AROUS I MUNICIPA,36.765,-10.22111,44.000000298023224
2006-01-03,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-02-03,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-03,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-04-03,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-05-03,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-06-03,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-07-03,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-08-03,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-09-03,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-10-03,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-11-03,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-12-03,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-13,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-14,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-15,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-16,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-17,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-18,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-19,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-20,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-21,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-22,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-23,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-24,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-25,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-26,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-27,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-28,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-29,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-30,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-03-31,BEN AROUS I MUNICIPA,36.765,-10.22111,37.10000038146973
2006-01-04,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-02-04,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-03-04,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-04,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-05-04,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-06-04,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-07-04,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-08-04,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-09-04,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-10-04,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-11-04,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-12-04,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-13,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-14,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-15,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-16,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-17,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-18,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-19,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-20,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-21,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-22,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-23,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-24,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-25,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-26,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-27,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-28,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-29,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-04-30,BEN AROUS I MUNICIPA,36.765,-10.22111,13.599999725818634
2006-01-05,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-02-05,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-03-05,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-04-05,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-05,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-06-05,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-07-05,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-08-05,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-09-05,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-10-05,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-11-05,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-12-05,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-13,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-14,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-15,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-16,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-17,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-18,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-19,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-20,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-21,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-22,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-23,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-24,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-25,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-26,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-27,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-28,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-29,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-30,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-05-31,BEN AROUS I MUNICIPA,36.765,-10.22111,37.69999974966049
2006-01-06,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-02-06,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-03-06,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-04-06,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-05-06,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-06,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-07-06,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-08-06,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-09-06,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-10-06,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-11-06,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-12-06,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-13,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-14,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-15,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-16,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-17,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-18,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-19,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-20,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-21,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-22,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-23,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-24,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-25,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-26,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-27,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-28,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-29,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-06-30,BEN AROUS I MUNICIPA,36.765,-10.22111,5.6000001430511475
2006-01-07,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-02-07,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-03-07,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-04-07,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-05-07,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-06-07,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-07,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-08-07,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-09-07,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-10-07,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-11-07,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-12-07,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-13,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-14,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-15,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-16,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-17,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-18,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-19,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-20,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-21,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-22,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-23,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-24,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-25,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-26,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-27,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-28,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-29,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-30,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-07-31,BEN AROUS I MUNICIPA,36.765,-10.22111,0.0
2006-01-08,BEN AROUS I MUNICIPA,36.765,-10.22111,0.5
2006-02-08,BEN AROUS I MUNICIPA,36.765,-10.22111,0.5
2006-03-08,BEN AROUS I MUNICIPA,36.765,-10.22111,0.5
2006-04-08,BEN AROUS I MUNICIPA,36.765,-10.22111,0.5
2006-05-08,BEN AROUS I MUNICIPA,36.765,-10.22111,0.5
2006-06-08,BEN AROUS I MUNICIPA,36.765,-10.22111,0.5
2006-07-08,BEN AROUS I MUNICIPA,36.765,-10.22111,0.5
2006-08-08,BEN AROUS I MUNICIPA,36.765,-10.22111,0.5
